Output,Accuracy
"['Sculpt_068.jpg', 'Beach_020.jpg', 'Archit_077.jpg', 'Waterfall_181.jpg', 'Castle_158.jpg', 'Sculpt_165.jpg', 'Grass_166.jpg', 'Sculpt_200.jpg', 'Beach_013.jpg', 'Basketball_186.jpg', 'Group_171.jpg']",0.2
"['Sculpt_069.jpg', 'Waterfall_150.jpg', 'Group_160.jpg', 'Waterfall_188.jpg', 'Grass_010.jpg', 'Sculpt_116.jpg', 'Beach_171.jpg', 'Group_069.jpg', 'Dog_024.jpg', 'Surfs_116.jpg', 'Tennis_002.jpg']",0.1
"['Sculpt_070.jpg', 'Grass_114.jpg', 'Feasts_006.jpg', 'Stalactite_144.jpg', 'Grass_140.jpg', 'Grass_045.jpg', 'Group_180.jpg', 'Grass_085.jpg', 'Group_192.jpg', 'Dog_091.jpg', 'Doors_069.jpg']",0.0
"['Sculpt_071.jpg', 'Grass_167.jpg', 'Stalactite_046.jpg', 'Model_199.jpg', 'Waterfall_024.jpg', 'Indoor_012.jpg', 'Desert_091.jpg', 'Indoor_156.jpg', 'Ship_086.jpg', 'ClassicalPainting_101.jpg', 'Castle_039.jpg']",0.0
"['Sculpt_072.jpg', 'Citynight_057.jpg', 'Citynight_061.jpg', 'Indoor_071.jpg', 'Pumpkin_106.jpg', 'Feasts_141.jpg', 'Indoor_102.jpg', 'Flower_031.jpg', 'Grass_043.jpg', 'Feasts_033.jpg', 'Indoor_173.jpg']",0.0
"['Sculpt_073.jpg', 'Feasts_057.jpg', 'Satelliteimage_020.jpg', 'Citynight_001.jpg', 'Citynight_056.jpg', 'Flower_110.jpg', 'Citynight_004.jpg', 'Pumpkin_122.jpg', 'Planet_014.jpg', 'Flower_097.jpg', 'ClassicalPainting_018.jpg']",0.0
"['Sculpt_074.jpg', 'Waterfall_136.jpg', 'DeerAntelope_117.jpg', 'Sculpt_053.jpg', 'Satelliteimage_170.jpg', 'Bus_120.jpg', 'Waterfall_166.jpg', 'Sculpt_131.jpg', 'Car_003.jpg', 'Elephant_012.jpg', 'Sculpt_032.jpg']",0.3
"['Sculpt_075.jpg', 'Sky_054.jpg', 'Eagle_135.jpg', 'BWimage_110.jpg', 'Beach_014.jpg', 'Ship_154.jpg', 'Lion_090.jpg', 'Dog_158.jpg', 'SubSea_012.jpg', 'F1_123.jpg', 'Plane_049.jpg']",0.0
"['Sculpt_076.jpg', 'Castle_169.jpg', 'Elephant_132.jpg', 'Dog_152.jpg', 'Surfs_192.jpg', 'Baseball_022.jpg', 'Dog_128.jpg', 'SubSea_056.jpg', 'Surfs_044.jpg', 'Dog_061.jpg', 'Surfs_185.jpg']",0.0
"['Sculpt_077.jpg', 'Surfs_070.jpg', 'F1_138.jpg', 'F1_105.jpg', 'Owls_016.jpg', 'Mountain_083.jpg', 'Surfs_023.jpg', 'Soccer_156.jpg', 'ClassicalPainting_120.jpg', 'Soccer_190.jpg', 'DeerAntelope_086.jpg']",0.0
"['Sculpt_078.jpg', 'Model_151.jpg', 'Stalactite_131.jpg', 'Model_200.jpg', 'Feasts_049.jpg', 'SubSea_136.jpg', 'DeerAntelope_193.jpg', 'BWimage_200.jpg', 'Tiger_180.jpg', 'Flower_073.jpg', 'Owls_167.jpg']",0.0
"['Sculpt_079.jpg', 'Mountain_090.jpg', 'Waterfall_183.jpg', 'Bus_023.jpg', 'Archit_095.jpg', 'Doors_166.jpg', 'Archit_148.jpg', 'Castle_086.jpg', 'Sculpt_194.jpg', 'Archit_182.jpg', 'Beach_106.jpg']",0.1
"['Sculpt_080.jpg', 'Pumpkin_037.jpg', 'DeerAntelope_124.jpg', 'Beach_008.jpg', 'Sculpt_139.jpg', 'Feasts_067.jpg', 'Bus_124.jpg', 'Bus_015.jpg', 'Castle_175.jpg', 'Group_058.jpg', 'Sculpt_012.jpg']",0.2
"['Sculpt_081.jpg', 'Castle_040.jpg', 'Mountain_140.jpg', 'Surfs_088.jpg', 'Stalactite_019.jpg', 'Desert_027.jpg', 'Beach_103.jpg', 'ClassicalPainting_096.jpg', 'Pumpkin_071.jpg', 'Mountain_143.jpg', 'Satelliteimage_052.jpg']",0.0
"['Sculpt_082.jpg', 'Mountain_018.jpg', 'Elephant_146.jpg', 'Grass_017.jpg', 'Group_199.jpg', 'Penguin_059.jpg', 'Castle_164.jpg', 'Archit_156.jpg', 'Castle_077.jpg', 'Tiger_151.jpg', 'Castle_049.jpg']",0.0
"['Sculpt_083.jpg', 'Waterfall_038.jpg', 'Sculpt_051.jpg', 'Tiger_095.jpg', 'Group_065.jpg', 'Grass_119.jpg', 'Bus_002.jpg', 'DeerAntelope_099.jpg', 'Grass_042.jpg', 'Castle_127.jpg', 'Waterfall_119.jpg']",0.1
"['Sculpt_084.jpg', 'Beach_097.jpg', 'Archit_001.jpg', 'Ship_030.jpg', 'Mountain_082.jpg', 'Baseball_177.jpg', 'SubSea_049.jpg', 'Surfs_040.jpg', 'Plane_048.jpg', 'SubSea_186.jpg', 'Sky_114.jpg']",0.0
"['Sculpt_085.jpg', 'Bus_099.jpg', 'Bus_098.jpg', 'Feasts_046.jpg', 'Sculpt_091.jpg', 'Pumpkin_058.jpg', 'Bus_091.jpg', 'Castle_087.jpg', 'Bus_083.jpg', 'Feasts_086.jpg', 'Doors_066.jpg']",0.1
"['Sculpt_086.jpg', 'Castle_158.jpg', 'Doors_094.jpg', 'Archit_034.jpg', 'Indoor_152.jpg', 'Bus_118.jpg', 'Archit_188.jpg', 'Castle_159.jpg', 'Castle_157.jpg', 'Archit_128.jpg', 'Owls_138.jpg']",0.0
"['Sculpt_087.jpg', 'Group_039.jpg', 'Lion_181.jpg', 'Model_036.jpg', 'Archit_038.jpg', 'Dog_016.jpg', 'DeerAntelope_189.jpg', 'Dog_063.jpg', 'Elephant_145.jpg', 'Lion_155.jpg', 'Pumpkin_005.jpg']",0.0
"['Sculpt_088.jpg', 'Ship_175.jpg', 'Eagle_064.jpg', 'SubSea_012.jpg', 'Eagle_151.jpg', 'Sky_069.jpg', 'Sunset_121.jpg', 'Mountain_132.jpg', 'Tiger_164.jpg', 'Surfs_038.jpg', 'Beach_104.jpg']",0.0
"['Sculpt_089.jpg', 'Satelliteimage_019.jpg', 'Archit_172.jpg', 'Owls_163.jpg', 'Surfs_183.jpg', 'Surfs_018.jpg', 'Sunflower_168.jpg', 'Castle_129.jpg', 'Surfs_166.jpg', 'Plane_059.jpg', 'Sunset_134.jpg']",0.0
"['Sculpt_090.jpg', 'Sculpt_136.jpg', 'Tiger_123.jpg', 'Satelliteimage_070.jpg', 'Stalactite_172.jpg', 'Lion_146.jpg', 'Satelliteimage_071.jpg', 'Pumpkin_186.jpg', 'Castle_184.jpg', 'Tiger_078.jpg', 'DeerAntelope_102.jpg']",0.1
"['Sculpt_091.jpg', 'Group_022.jpg', 'SubSea_129.jpg', 'Group_015.jpg', 'SubSea_139.jpg', 'Group_031.jpg', 'Beach_051.jpg', 'Feasts_060.jpg', 'Castle_177.jpg', 'SubSea_024.jpg', 'Feasts_176.jpg']",0.0
"['Sculpt_092.jpg', 'Bus_180.jpg', 'Bus_065.jpg', 'Sculpt_086.jpg', 'Indoor_152.jpg', 'Archit_190.jpg', 'Waterfall_014.jpg', 'F1_166.jpg', 'Archit_013.jpg', 'Castle_158.jpg', 'Volleyball_146.jpg']",0.1
"['Sculpt_093.jpg', 'Dog_076.jpg', 'Elephant_143.jpg', 'Group_174.jpg', 'Grass_016.jpg', 'Citynight_179.jpg', 'Grass_143.jpg', 'Waterfall_115.jpg', 'DeerAntelope_148.jpg', 'Grass_168.jpg', 'Lion_165.jpg']",0.0
"['Sculpt_094.jpg', 'Penguin_098.jpg', 'Satelliteimage_015.jpg', 'Beach_051.jpg', 'Mountain_086.jpg', 'Flower_094.jpg', 'Penguin_002.jpg', 'Satelliteimage_010.jpg', 'SubSea_129.jpg', 'Sculpt_020.jpg', 'Satelliteimage_013.jpg']",0.1
"['Sculpt_095.jpg', 'Waterfall_170.jpg', 'Mountain_146.jpg', 'Desert_094.jpg', 'Castle_114.jpg', 'Surfs_154.jpg', 'Dog_034.jpg', 'Flower_177.jpg', 'BWimage_103.jpg', 'Model_142.jpg', 'Castle_190.jpg']",0.0
"['Sculpt_096.jpg', 'Mountain_073.jpg', 'Mountain_012.jpg', 'Grass_090.jpg', 'Beach_185.jpg', 'Waterfall_163.jpg', 'Grass_099.jpg', 'Beach_009.jpg', 'Ship_178.jpg', 'Grass_050.jpg', 'Beach_118.jpg']",0.0
"['Sculpt_097.jpg', 'Archit_166.jpg', 'Beach_193.jpg', 'SubSea_186.jpg', 'Eagle_131.jpg', 'DeerAntelope_136.jpg', 'SubSea_049.jpg', 'Castle_062.jpg', 'Beach_114.jpg', 'Sunset_178.jpg', 'Beach_158.jpg']",0.0
"['Sculpt_098.jpg', 'Sunset_051.jpg', 'ClassicalPainting_004.jpg', 'Planet_072.jpg', 'Flower_028.jpg', 'Planet_100.jpg', 'Beach_114.jpg', 'Desert_177.jpg', 'SubSea_009.jpg', 'Sculpt_097.jpg', 'Sunset_102.jpg']",0.1
"['Sculpt_099.jpg', 'Citynight_151.jpg', 'Archit_156.jpg', 'Grass_181.jpg', 'Elephant_164.jpg', 'Castle_044.jpg', 'Waterfall_035.jpg', 'Mountain_044.jpg', 'Group_056.jpg', 'Desert_188.jpg', 'SubSea_189.jpg']",0.0
"['Sculpt_100.jpg', 'Ship_179.jpg', 'Dog_122.jpg', 'Surfs_193.jpg', 'Flower_078.jpg', 'SubSea_007.jpg', 'Ship_067.jpg', 'DeerAntelope_023.jpg', 'Satelliteimage_003.jpg', 'DeerAntelope_171.jpg', 'DeerAntelope_044.jpg']",0.0
"['Sculpt_101.jpg', 'Surfs_125.jpg', 'Eagle_073.jpg', 'Surfs_161.jpg', 'Elephant_092.jpg', 'Eagle_141.jpg', 'Eagle_200.jpg', 'AncestorDinoArt_152.jpg', 'Penguin_069.jpg', 'Eagle_127.jpg', 'Surfs_118.jpg']",0.0
"['Sculpt_102.jpg', 'Flower_049.jpg', 'Mountain_140.jpg', 'ClassicalPainting_096.jpg', 'Feasts_112.jpg', 'Sculpt_022.jpg', 'Feasts_003.jpg', 'Masks_153.jpg', 'Feasts_010.jpg', 'Masks_085.jpg', 'Group_011.jpg']",0.1
"['Sculpt_103.jpg', 'Stalactite_010.jpg', 'Masks_113.jpg', 'Tiger_098.jpg', 'Masks_098.jpg', 'Planet_176.jpg', 'Feasts_010.jpg', 'Feasts_071.jpg', 'ClassicalPainting_182.jpg', 'F1_188.jpg', 'Masks_096.jpg']",0.0
"['Sculpt_104.jpg', 'ClassicalPainting_017.jpg', 'Indoor_193.jpg', 'Owls_086.jpg', 'Flower_069.jpg', 'ClassicalPainting_137.jpg', 'Model_047.jpg', 'ClassicalPainting_163.jpg', 'BWimage_148.jpg', 'SubSea_090.jpg', 'SubSea_147.jpg']",0.0
"['Sculpt_105.jpg', 'Grass_149.jpg', 'Sculpt_050.jpg', 'Group_140.jpg', 'Group_131.jpg', 'Satelliteimage_160.jpg', 'Grass_140.jpg', 'Sculpt_140.jpg', 'Sculpt_066.jpg', 'Archit_092.jpg', 'Grass_010.jpg']",0.3
"['Sculpt_106.jpg', 'Sculpt_018.jpg', 'Car_165.jpg', 'Feasts_005.jpg', 'Pumpkin_013.jpg', 'Mountain_161.jpg', 'BWimage_153.jpg', 'Waterfall_034.jpg', 'Mountain_042.jpg', 'Castle_128.jpg', 'Doors_005.jpg']",0.1
"['Sculpt_107.jpg', 'Elephant_102.jpg', 'Elephant_096.jpg', 'Desert_103.jpg', 'Beach_074.jpg', 'Car_151.jpg', 'Castle_052.jpg', 'Elephant_158.jpg', 'Ship_077.jpg', 'Surfs_017.jpg', 'Ship_173.jpg']",0.0
"['Sculpt_108.jpg', 'Sculpt_167.jpg', 'Sculpt_195.jpg', 'Group_108.jpg', 'Group_122.jpg', 'Group_099.jpg', 'Car_197.jpg', 'Sculpt_168.jpg', 'Group_052.jpg', 'Model_092.jpg', 'Group_186.jpg']",0.3
"['Sculpt_109.jpg', 'Waterfall_098.jpg', 'Flower_080.jpg', 'DeerAntelope_043.jpg', 'BWimage_086.jpg', 'Archit_123.jpg', 'Castle_106.jpg', 'Lion_182.jpg', 'Elephant_108.jpg', 'Mountain_009.jpg', 'Owls_128.jpg']",0.0
"['Sculpt_110.jpg', 'Group_112.jpg', 'Sculpt_032.jpg', 'Elephant_002.jpg', 'Sculpt_010.jpg', 'Sculpt_182.jpg', 'Group_175.jpg', 'Tiger_010.jpg', 'DeerAntelope_153.jpg', 'Bus_152.jpg', 'Elephant_012.jpg']",0.3
"['Sculpt_111.jpg', 'Lion_181.jpg', 'Lion_158.jpg', 'Group_021.jpg', 'SubSea_189.jpg', 'Ship_068.jpg', 'Group_092.jpg', 'Sculpt_011.jpg', 'Model_165.jpg', 'Desert_044.jpg', 'Sculpt_047.jpg']",0.2
"['Sculpt_112.jpg', 'Lion_011.jpg', 'Flower_025.jpg', 'Dog_179.jpg', 'ClassicalPainting_103.jpg', 'Dog_144.jpg', 'ClassicalPainting_057.jpg', 'ClassicalPainting_106.jpg', 'Citynight_084.jpg', 'ClassicalPainting_056.jpg', 'ClassicalPainting_058.jpg']",0.0
"['Sculpt_113.jpg', 'Citynight_043.jpg', 'Bus_093.jpg', 'Group_107.jpg', 'Ship_046.jpg', 'Beach_147.jpg', 'Desert_137.jpg', 'Elephant_117.jpg', 'Castle_125.jpg', 'Archit_154.jpg', 'DeerAntelope_019.jpg']",0.0
"['Sculpt_114.jpg', 'Billiardsball_168.jpg', 'Volleyball_161.jpg', 'Group_065.jpg', 'Indoor_161.jpg', 'Volleyball_164.jpg', 'Group_129.jpg', 'Citynight_149.jpg', 'Car_094.jpg', 'Indoor_154.jpg', 'Group_187.jpg']",0.0
"['Sculpt_115.jpg', 'Model_157.jpg', 'Model_005.jpg', 'Group_027.jpg', 'Sculpt_057.jpg', 'Doors_147.jpg', 'Archit_019.jpg', 'Castle_085.jpg', 'Model_070.jpg', 'Lion_017.jpg', 'Dog_004.jpg']",0.1
"['Sculpt_116.jpg', 'Group_069.jpg', 'Grass_035.jpg', 'Pumpkin_132.jpg', 'Group_186.jpg', 'Group_173.jpg', 'Waterfall_058.jpg', 'Group_160.jpg', 'Model_158.jpg', 'Waterfall_110.jpg', 'Beach_094.jpg']",0.0
"['Sculpt_117.jpg', 'Ship_082.jpg', 'Indoor_109.jpg', 'Ship_052.jpg', 'BWimage_064.jpg', 'Ship_038.jpg', 'AncestorDinoArt_057.jpg', 'Indoor_165.jpg', 'Sculpt_123.jpg', 'Mountain_194.jpg', 'Tiger_178.jpg']",0.1
"['Sculpt_118.jpg', 'Archit_141.jpg', 'DeerAntelope_070.jpg', 'Ship_105.jpg', 'Citynight_107.jpg', 'Flower_048.jpg', 'SubSea_062.jpg', 'Masks_073.jpg', 'Stalactite_106.jpg', 'Masks_032.jpg', 'Castle_128.jpg']",0.0
"['Sculpt_119.jpg', 'Model_078.jpg', 'DeerAntelope_098.jpg', 'Sunflower_041.jpg', 'Beach_165.jpg', 'Group_034.jpg', 'Castle_140.jpg', 'Mountain_112.jpg', 'Dog_171.jpg', 'Elephant_163.jpg', 'Tiger_049.jpg']",0.0
"['Sculpt_120.jpg', 'Model_078.jpg', 'Pumpkin_034.jpg', 'Desert_109.jpg', 'Castle_173.jpg', 'Group_043.jpg', 'Sculpt_119.jpg', 'Group_094.jpg', 'Group_117.jpg', 'Desert_044.jpg', 'Ship_098.jpg']",0.1
"['Sculpt_121.jpg', 'Group_114.jpg', 'Waterfall_146.jpg', 'Sculpt_131.jpg', 'DeerAntelope_161.jpg', 'Sculpt_053.jpg', 'Sculpt_032.jpg', 'DeerAntelope_043.jpg', 'Group_112.jpg', 'Group_076.jpg', 'Sculpt_074.jpg']",0.4
"['Sculpt_122.jpg', 'DeerAntelope_187.jpg', 'Mountain_184.jpg', 'Plane_090.jpg', 'AncestorDinoArt_005.jpg', 'BWimage_020.jpg', 'DeerAntelope_035.jpg', 'Desert_037.jpg', 'Elephant_127.jpg', 'Sculpt_088.jpg', 'Castle_170.jpg']",0.1
"['Sculpt_123.jpg', 'Archit_168.jpg', 'Ship_052.jpg', 'Mountain_112.jpg', 'DeerAntelope_173.jpg', 'Tiger_178.jpg', 'Castle_091.jpg', 'Sculpt_011.jpg', 'Ship_013.jpg', 'Ship_082.jpg', 'Ship_093.jpg']",0.1
"['Sculpt_124.jpg', 'Castle_093.jpg', 'Penguin_037.jpg', 'Plane_073.jpg', 'Castle_052.jpg', 'Castle_120.jpg', 'Ship_077.jpg', 'Plane_031.jpg', 'Castle_003.jpg', 'Dog_123.jpg', 'Tiger_132.jpg']",0.0
"['Sculpt_125.jpg', 'Bus_129.jpg', 'Group_126.jpg', 'Doors_137.jpg', 'Group_119.jpg', 'Bus_089.jpg', 'SubSea_044.jpg', 'Sunflower_186.jpg', 'Sculpt_164.jpg', 'Doors_095.jpg', 'Group_124.jpg']",0.1
"['Sculpt_126.jpg', 'SubSea_189.jpg', 'Sculpt_064.jpg', 'Castle_010.jpg', 'Model_162.jpg', 'Model_199.jpg', 'Desert_091.jpg', 'Archit_156.jpg', 'Beach_117.jpg', 'Mountain_103.jpg', 'Mountain_029.jpg']",0.1
"['Sculpt_127.jpg', 'Eagle_126.jpg', 'Sky_172.jpg', 'Surfs_037.jpg', 'Plane_128.jpg', 'Surfs_007.jpg', 'Plane_136.jpg', 'Surfs_012.jpg', 'Sunflower_021.jpg', 'Sky_158.jpg', 'Castle_194.jpg']",0.0
"['Sculpt_128.jpg', 'Sunflower_199.jpg', 'SubSea_038.jpg', 'SubSea_121.jpg', 'Billiardsball_185.jpg', 'BWimage_001.jpg', 'Sunset_137.jpg', 'Citynight_193.jpg', 'Owls_187.jpg', 'Billiardsball_182.jpg', 'Planet_028.jpg']",0.0
"['Sculpt_129.jpg', 'Sculpt_162.jpg', 'Castle_123.jpg', 'Bus_077.jpg', 'Indoor_152.jpg', 'Group_070.jpg', 'Bus_106.jpg', 'Grass_114.jpg', 'Sculpt_165.jpg', 'Bus_004.jpg', 'Doors_107.jpg']",0.2
"['Sculpt_130.jpg', 'Elephant_031.jpg', 'Bus_107.jpg', 'Pumpkin_142.jpg', 'Sculpt_186.jpg', 'Pumpkin_137.jpg', 'Desert_095.jpg', 'Feasts_104.jpg', 'Group_020.jpg', 'Tiger_030.jpg', 'Elephant_094.jpg']",0.1
"['Sculpt_131.jpg', 'Bus_120.jpg', 'Group_114.jpg', 'DeerAntelope_043.jpg', 'Elephant_002.jpg', 'Archit_043.jpg', 'Sculpt_074.jpg', 'DeerAntelope_153.jpg', 'Sculpt_109.jpg', 'Satelliteimage_100.jpg', 'Elephant_012.jpg']",0.2
"['Sculpt_132.jpg', 'Sculpt_138.jpg', 'Castle_146.jpg', 'Model_122.jpg', 'Model_189.jpg', 'Ship_058.jpg', 'Car_120.jpg', 'Model_078.jpg', 'Dog_088.jpg', 'Model_105.jpg', 'Castle_173.jpg']",0.1
"['Sculpt_133.jpg', 'Ship_108.jpg', 'Penguin_088.jpg', 'Desert_104.jpg', 'BWimage_152.jpg', 'Pumpkin_182.jpg', 'Eagle_118.jpg', 'Model_076.jpg', 'Archit_153.jpg', 'Dog_168.jpg', 'Sunflower_012.jpg']",0.0
"['Sculpt_134.jpg', 'Feasts_178.jpg', 'Feasts_031.jpg', 'Group_096.jpg', 'Desert_097.jpg', 'Desert_102.jpg', 'DeerAntelope_113.jpg', 'Feasts_079.jpg', 'ClassicalPainting_200.jpg', 'Pumpkin_108.jpg', 'SubSea_028.jpg']",0.0
"['Sculpt_135.jpg', 'Lion_015.jpg', 'Castle_079.jpg', 'Desert_142.jpg', 'Stalactite_166.jpg', 'Doors_016.jpg', 'Stalactite_015.jpg', 'Group_128.jpg', 'Archit_102.jpg', 'Grass_138.jpg', 'Sculpt_200.jpg']",0.1
"['Sculpt_136.jpg', 'Ship_026.jpg', 'Cropcycle_096.jpg', 'Satelliteimage_063.jpg', 'DeerAntelope_003.jpg', 'Satelliteimage_089.jpg', 'Satelliteimage_111.jpg', 'Satelliteimage_092.jpg', 'Mountain_091.jpg', 'Satelliteimage_081.jpg', 'Satelliteimage_113.jpg']",0.0
"['Sculpt_137.jpg', 'Mountain_074.jpg', 'Sculpt_156.jpg', 'Indoor_190.jpg', 'Model_019.jpg', 'Pumpkin_032.jpg', 'Desert_116.jpg', 'Indoor_191.jpg', 'Castle_128.jpg', 'Citynight_060.jpg', 'ClassicalPainting_166.jpg']",0.1
"['Sculpt_138.jpg', 'Sculpt_132.jpg', 'AncestorDinoArt_168.jpg', 'Castle_146.jpg', 'Elephant_164.jpg', 'Archit_041.jpg', 'Desert_017.jpg', 'Sculpt_161.jpg', 'Stalactite_195.jpg', 'Elephant_187.jpg', 'Model_078.jpg']",0.2
"['Sculpt_139.jpg', 'Indoor_157.jpg', 'Feasts_067.jpg', 'Beach_093.jpg', 'Pumpkin_037.jpg', 'Sculpt_012.jpg', 'SubSea_175.jpg', 'Group_169.jpg', 'Waterfall_045.jpg', 'Lion_044.jpg', 'Sculpt_080.jpg']",0.2
"['Sculpt_140.jpg', 'Lion_182.jpg', 'Group_070.jpg', 'Stalactite_144.jpg', 'Group_067.jpg', 'Group_140.jpg', 'Dog_091.jpg', 'Sculpt_165.jpg', 'Feasts_006.jpg', 'Group_114.jpg', 'Lion_027.jpg']",0.1
"['Sculpt_141.jpg', 'Sculpt_011.jpg', 'Model_165.jpg', 'Plane_054.jpg', 'Satelliteimage_004.jpg', 'DeerAntelope_173.jpg', 'Eagle_118.jpg', 'Ship_061.jpg', 'Satelliteimage_002.jpg', 'Archit_168.jpg', 'DeerAntelope_075.jpg']",0.1
"['Sculpt_142.jpg', 'Sculpt_057.jpg', 'BWimage_059.jpg', 'Grass_133.jpg', 'Castle_176.jpg', 'Castle_083.jpg', 'Doors_147.jpg', 'AncestorDinoArt_174.jpg', 'Grass_068.jpg', 'Group_099.jpg', 'Sculpt_175.jpg']",0.2
"['Sculpt_143.jpg', 'Grass_010.jpg', 'Doors_067.jpg', 'Masks_130.jpg', 'BWimage_060.jpg', 'Bus_043.jpg', 'Archit_092.jpg', 'Castle_015.jpg', 'Group_131.jpg', 'Pumpkin_020.jpg', 'Sculpt_050.jpg']",0.1
"['Sculpt_144.jpg', 'Elephant_175.jpg', 'Castle_004.jpg', 'Castle_189.jpg', 'Mountain_018.jpg', 'Archit_024.jpg', 'Stalactite_151.jpg', 'Mountain_006.jpg', 'Tiger_154.jpg', 'DeerAntelope_013.jpg', 'Elephant_070.jpg']",0.0
"['Sculpt_145.jpg', 'Castle_097.jpg', 'Masks_169.jpg', 'Model_195.jpg', 'F1_197.jpg', 'Castle_121.jpg', 'Desert_158.jpg', 'Archit_133.jpg', 'Desert_003.jpg', 'Archit_044.jpg', 'Sculpt_132.jpg']",0.1
"['Sculpt_146.jpg', 'Citynight_041.jpg', 'DeerAntelope_040.jpg', 'Lion_142.jpg', 'Citynight_065.jpg', 'Elephant_015.jpg', 'Pumpkin_111.jpg', 'Lion_145.jpg', 'DeerAntelope_138.jpg', 'Basketball_180.jpg', 'Car_018.jpg']",0.0
"['Sculpt_147.jpg', 'Waterfall_029.jpg', 'Group_073.jpg', 'Group_076.jpg', 'Bus_062.jpg', 'Group_111.jpg', 'Car_099.jpg', 'Stalactite_015.jpg', 'Stalactite_011.jpg', 'Group_129.jpg', 'Lion_124.jpg']",0.0
"['Sculpt_148.jpg', 'Desert_092.jpg', 'Desert_095.jpg', 'Lion_152.jpg', 'Waterfall_036.jpg', 'Mountain_048.jpg', 'Elephant_172.jpg', 'Group_020.jpg', 'Model_037.jpg', 'Lion_124.jpg', 'Group_128.jpg']",0.0
"['Sculpt_149.jpg', 'Volleyball_122.jpg', 'Group_028.jpg', 'Sculpt_172.jpg', 'AncestorDinoArt_048.jpg', 'AncestorDinoArt_061.jpg', 'AncestorDinoArt_078.jpg', 'AncestorDinoArt_085.jpg', 'Sculpt_138.jpg', 'AncestorDinoArt_179.jpg', 'Plane_074.jpg']",0.2
"['Sculpt_150.jpg', 'Mountain_112.jpg', 'Sculpt_123.jpg', 'Castle_091.jpg', 'Archit_168.jpg', 'Sculpt_177.jpg', 'Castle_152.jpg', 'Sculpt_188.jpg', 'Ship_066.jpg', 'Satelliteimage_071.jpg', 'Ship_013.jpg']",0.3
"['Sculpt_151.jpg', 'Stalactite_144.jpg', 'Waterfall_178.jpg', 'Group_081.jpg', 'BWimage_189.jpg', 'Sculpt_155.jpg', 'Group_067.jpg', 'Bus_120.jpg', 'Group_183.jpg', 'Flower_080.jpg', 'Sculpt_140.jpg']",0.2
"['Sculpt_152.jpg', 'Sculpt_053.jpg', 'BWimage_073.jpg', 'Feasts_082.jpg', 'Elephant_025.jpg', 'Doors_065.jpg', 'RacingMotor_160.jpg', 'DeerAntelope_153.jpg', 'Basketball_176.jpg', 'Group_067.jpg', 'Group_076.jpg']",0.1
"['Sculpt_153.jpg', 'Citynight_100.jpg', 'Citynight_004.jpg', 'Citynight_001.jpg', 'Waterfall_077.jpg', 'Waterfall_070.jpg', 'Flower_083.jpg', 'Satelliteimage_023.jpg', 'Flower_063.jpg', 'Flower_192.jpg', 'Citynight_114.jpg']",0.0
"['Sculpt_154.jpg', 'Sculpt_155.jpg', 'RacingMotor_159.jpg', 'Doors_014.jpg', 'Sculpt_151.jpg', 'Beach_155.jpg', 'Bus_138.jpg', 'Volleyball_159.jpg', 'Satelliteimage_191.jpg', 'Group_071.jpg', 'Group_068.jpg']",0.2
"['Sculpt_155.jpg', 'Sculpt_154.jpg', 'Sculpt_151.jpg', 'Archit_115.jpg', 'Satelliteimage_055.jpg', 'RacingMotor_159.jpg', 'Satelliteimage_056.jpg', 'Satelliteimage_057.jpg', 'Group_059.jpg', 'Beach_138.jpg', 'Basketball_190.jpg']",0.2
"['Sculpt_156.jpg', 'Indoor_001.jpg', 'Waterfall_060.jpg', 'Stalactite_073.jpg', 'Sculpt_137.jpg', 'Dog_188.jpg', 'ClassicalPainting_183.jpg', 'Mountain_074.jpg', 'Pumpkin_032.jpg', 'Indoor_181.jpg', 'Stalactite_097.jpg']",0.1
"['Sculpt_157.jpg', 'Waterfall_028.jpg', 'Indoor_081.jpg', 'ClassicalPainting_170.jpg', 'Model_041.jpg', 'Masks_163.jpg', 'Citynight_033.jpg', 'Model_043.jpg', 'Sunset_134.jpg', 'Sky_087.jpg', 'Indoor_038.jpg']",0.0
"['Sculpt_158.jpg', 'Eagle_052.jpg', 'Penguin_190.jpg', 'Satelliteimage_196.jpg', 'Archit_002.jpg', 'Eagle_162.jpg', 'Baseball_018.jpg', 'Penguin_191.jpg', 'SubSea_116.jpg', 'Ship_158.jpg', 'Dog_159.jpg']",0.0
"['Sculpt_159.jpg', 'Archit_105.jpg', 'Elephant_162.jpg', 'SubSea_008.jpg', 'Bus_018.jpg', 'Beach_171.jpg', 'Group_119.jpg', 'Tiger_030.jpg', 'BWimage_168.jpg', 'Doors_077.jpg', 'AncestorDinoArt_177.jpg']",0.0
"['Sculpt_160.jpg', 'Sculpt_047.jpg', 'AncestorDinoArt_162.jpg', 'Ship_168.jpg', 'Sculpt_186.jpg', 'Archit_041.jpg', 'AncestorDinoArt_049.jpg', 'Lion_158.jpg', 'AncestorDinoArt_078.jpg', 'Archit_119.jpg', 'Tiger_051.jpg']",0.2
"['Sculpt_161.jpg', 'Beach_187.jpg', 'Elephant_187.jpg', 'Sculpt_047.jpg', 'Model_078.jpg', 'Sculpt_138.jpg', 'Castle_044.jpg', 'SubSea_189.jpg', 'Elephant_164.jpg', 'Archit_156.jpg', 'Castle_057.jpg']",0.2
